title	reserve_percent	audience	director	producer	actor_and_actress	genre	release_date
팩토리 걸	0.0%	0명	조지하이켄루퍼		가이피어스,시에나밀러	드라마	2012.12.17(재개봉)
황진이	0.0%	38명	장윤현		송혜교,유지태	드라마	 www.hwangjiny-movie.co.kr/
다이하드4.0	0.0%	63명	렌와이즈만		브루스윌리스,매기큐	액션,스릴러,어드벤처	 www.livefreeordiehard.com/
M	0.0%	29명	이명세		강동원,이연희,공효진	드라마	2007.10.25
리턴	0.0%	23명	이규만		김명민,김태우,유준상,김유미	스릴러	 www.return2007.co.kr
가면	0.0%	14명	양윤호		김강우,김민선	스릴러	 www.mask2007.co.kr/
해부학교실	0.0%	11명	손태웅		한지민,온주완	스릴러	 www.cadaver.co.kr
트랜스포머 1 (재개봉)	0.0%	238명	마이클베이		샤이아라보프	,어드벤처	 www.transformers2007.co.kr
판타스틱4: 실버서퍼의 위협	0.0%	17명	팀스토리		제시카알바,크리스에반스	액션,	 www.foxkorea.co.kr/f4
무림여대생	0.0%	3명	곽재용		신민아,온주완,유건	드라마,코미디	 www.mulimgirl.com/ 
두사람이다	0.0%	7명	오기환		윤진서,이기우,박기웅	스릴러	 www.2people.co.kr/
아들	0.0%	15명	장진		차승원,류덕환	드라마	 www.myson2007.com
밀양	0.0%	12명	이창동		전도연,송강호	드라마	 www.secretsunshine.co.kr
60만번의 트라이	0.0%	26명	박사유,박돈사			다큐멘터리	2014.09.18
마녀	0.0%	34명	유영선		박주희,나수윤,이미소,신예진,안선영,이익준	호러,스릴러	 www.facebook.com/moviecollage
자유의 언덕	0.0%	157명	홍상수		카세료,문소리,서영화,김의성,윤여정,기주봉,이민우,정은채	드라마	 www.facebook.com/jeonwonsamovie
내 연애의 기억	0.1%	71명	이권		강예원,송새벽	로맨스,멜로,코미디	2014.08.20
곤충왕국 3D	0.0%	3명	김진만,김정민		김성주,김민국,김민율	다큐멘터리	2014.08.14
마야	0.0%	196명	알렉스슈타더만		김서영,홍소영,김윤미,방성준,김정은,홍희숙,전태열,신용우,선은혜	애니메이션	 www.maya3d.co.kr
찰리 컨트리맨	0.0%	5명	프레드릭본드		샤이아라보프,에반레이첼우드,매즈미켈슨	액션,로맨스,멜로,코미디	2014.08.28
메밀꽃,운수좋은날,그리고봄봄	0.0%	92명	안재훈,한혜진			애니메이션	 blog.naver.com/mwp_studio
족구왕	0.0%	340명	우문기		안재홍,황승언,정우식,강봉성,황미영	드라마,코미디,로맨스,멜로	2015.12.21(재개봉)
아야의 밤엔 사랑이 필요해	0.0%	3명	마거리트어바우트		에이사마이가,텔라크포마우,재키이도	애니메이션	2014.08.14
숫호구	0.0%	4명	백승기		백승기,손이용,박지나,조한철	,코미디,환타지	2014.08.07
스텝업:올인	0.0%	873명	트리시시에		라이언구즈먼,브리아나에비건,애덤세바니,알리슨스토너	드라마,로맨스,멜로	 www.stepup2014.co.kr
백투더 씨	0.0%	10명	톰루		이경태,이지현,윤아영,최낙윤,이재범,유해무	애니메이션,어드벤처	2014.08.21
레쓰링	0.0%	6명	김호준		최성국,송은채,하나경	코미디	 www.facebook.com/titlematchlove
씬 시티: 다크히어로의 부활	0.0%	248명	프랭크밀러,로버트로드리게즈		조셉고든레빗,에바그린,제시카알바,브루스윌리스,미키루크,조쉬브롤린	액션,범죄,스릴러	 sincity.dreamwestpictures.net
인투 더 스톰	0.0%	3,452명	스티븐쿼일		리차드아미티지,사라웨인콜리스,제레미섬터	액션	 stormmovie.co.kr
더 퍼지: 거리의 반란	0.1%	75명	제임스드모나코		프랭크그릴로,자크길포드,키엘산체즈	호러	2014.08.27
극장판 도라에몽 : 진구의 아프리카 모험 ~베코와 5인의 탐험대~	0.0%	133명	야쿠와신노스케		문남숙,김정아,박선영,이현주,조현정,김정은,이지현	애니메이션,어드벤처	 www.doraemon-movie.co.kr/index.htm
마더 데레사의 편지 	0.0%	12명	윌리엄리에드		줄리엣스티븐슨,룻거하우어,막스폰시도우	드라마,	 www.blog.naver.com/teresaletter
인보카머스	0.0%	121명	스콧데릭슨		에릭바나,에드가라미레즈	범죄,호러,스릴러	 www.Invocamus.co.kr
쇠파리	0.0%	46명	안철호		김진우,이연두,정인기,김희정	범죄,느와르,드라마	 www.facebook.com/bitingfly
파란나비효과	0.0%	213명	박문칠		배미영,이수미,김정숙,이희동	다큐멘터리	2017.06.22
파리의 밤이 열리면	0.0%	320명	에두아르바에르		오드리토투,에두아르바에르,사브리나와자니,미셸갈라브루	코미디	 www.facebook.com/challanfilm
그린시네마 Vol.3 with 옥션	0.5%	86명				코미디,드라마	2017.06.03
중독노래방	0.0%	1,019명	김상찬		이문식,김나미,배소은,방준호	미스터리,환타지	2017.06.15
용순	0.0%	947명	신준		최덕문,이수경	드라마	2017.06.08
델타 보이즈	0.0%	194명	고봉수		백승환,이웅빈,신민재,김충길,윤지혜	드라마,코미디	2017.06.08
집으로	0.0%	3명				드라마	2002.04.04
대왕 모투 팻루	0.0%	0명				애니메이션	2017.05.23
작은 콜럼버스의 어드벤처	0.0%	0명				애니메이션	2017.05.23
거울 속 소년	0.0%	1명				드라마	2017.05.23
아마도 내일은	0.0%	2명				드라마	2017.05.23
눈사람 노먼	0.0%	1명				애니메이션	2017.05.23
첫 학기	0.0%	0명				드라마	2017.05.23
폴란드 동화	0.0%	1명				드라마	2017.05.23
두 개의 세상	0.0%	0명				다큐멘터리	2017.05.23
호숫가의 비밀	0.0%	1명				드라마	2017.05.23
쉬 러브즈 미	0.0%	24명					2017.05.23
픽시포스트와 선물배달부	0.0%	0명				드라마	2017.05.23
패니의 여행	0.0%	1명				드라마	2017.05.23
B형 남자친구	0.0%	20명	최석원		이동건,한지혜,정려원,신이,김정우	코미디,로맨스	 www.bnamchin.co.kr
트랜스포터 엑스트림	0.0%	2명	루이레트리에		제이슨스태덤,앰버발레타,헌터클래리,제프체이스,제이에이머	액션,드라마	 www.foxkorea.co.kr/transporter2
울트라바이올렛	0.0%	0명	커트위머		밀라요보비치,카메론브라이트,닉친런드,윌리암피치너,세바스티앙안드리우	액션,호러,,스릴러	 www.sonypictures.com/movies/ultraviolet
블루 스톰	0.0%	1명	존스톡웰		폴워커,제시카알바,스코트칸,애슐리스코트,조쉬브롤린	액션,어드벤처	 www.foxkorea.co.kr/blue
웨딩 크래셔	0.0%	2명	데이빗돕킨		오언윌슨,빈스본,레이첼맥아담스,엘렌앨버티니도우,제니퍼알덴	코미디,로맨스	 www.weddingcrasher.co.kr
러브 인 아프리카	0.0%	0명	카롤리네링크		율리아네쾰러,메랍니니트쩨,레아쿠르카,카롤리네에케르츠,지데데오뉼로	드라마	 www.loveinafrica.co.kr
뉴 폴리스 스토리	0.0%	3명	진목승		성룡,사정봉,양채니,채탁연,오언조	액션	 www.newpolicestory.co.kr
크림슨 리버 2 - 요한계시록의 천사들	0.0%	9명	올리비에다항		장르노,브누와마지멜,크리스토퍼리,조니할리데이,카미유나타	액션,스릴러,범죄	 www.cr2.co.kr
사냥꾼	0.0%	0명	세릭아프리모프		키디랄리에프도그더르벡,도크두르베크키디랄리예프,굴나지드오마로바,알리벡주아스바에프		2005.07.08
거북이도 난다	0.0%	3명	바흐만고바디		소란에브라힘,아바즈라티프,사담호세인페이잘,히레쉬페이잘라만,아질지바리쉬르크	드라마	 cafe.naver.com/cjarton
구름의 남쪽	0.0%	0명	주웬		지진	드라마	2005.07.08
대결	0.0%	0명	아흐마드레자다비쉬		아노쉬르반아르자만드,페즈만바제그히,캄비즈디르바즈,파리바쉬나자리에,파르비스파라스투이	드라마	2005.07.09
드랙퀸 가무단	0.0%	1명	제로추		제임스첸,이친슝,왕수에밍	드라마	2009.12.17
아름다운 세탁기 	0.0%	0명	제임스리		로복라이,테오카용,버그리,렌시유미,호유항	코미디,드라마	2005.07.08
에디슨 시티	0.0%	1명	데이빗버크		모건프리먼,케빈스페이시,저스틴팀버레이크,쿨,딜란맥더모트	액션,드라마,스릴러,범죄	2006.04.06
철수♡영희	0.0%	0명	황규덕		전하은,박태영,정진영,주부진,복진오	드라마	 www.chulsoolove.co.kr
미트 페어런츠 2	0.0%	8명	제이로치		로버트드니로,벤스틸러,더스틴호프만,블리드대너,바브라스트라이잰드	코미디	 www.meet2.co.kr
택시 : 더 맥시멈	0.0%	3명	팀스토리		퀸라티파,지미팔론,지젤번드첸,앤마그렛,제니퍼에스포지토	액션,코미디	 www.taximovie.com
레모니 스니켓의 위험한 대결	0.0%	23명	브래드실버링		짐캐리,메릴스트립,에밀리브라우닝,쥬드로,카라호프먼	어드벤처,코미디,가족	 www.lemony.co.kr
블레이드 III	0.0%	20명	데이빗고이에		웨슬리스나입스,크리스크리스토퍼슨,라이언레이놀즈,제시카비엘,파커포시	액션,어드벤처,환타지,호러	 www.2004blade.co.kr
투 라이프	0.0%	0명	장자크질베르만		줄리드빠르디유,조한나터스티지,수잔클레망	드라마	 www.facebook.com/cinelux.kr
매드맥스: 분노의 도로	0.1%	15,421명	조지밀러		톰하디,샤를리즈테론,니콜라스홀트,조크라비츠,로지헌팅턴휘틀리,라일리코프,메간게일,애비리,코트니이튼	액션,스릴러	2016.12.21(재개봉)
빌리와 용감한 녀석들 3	0.0%	59명	척파워스		엄상현,조현정	애니메이션,어드벤처	 billy3.co.kr
신은 죽지 않았다	0.0%	73명	해롤드크론크		쉐인하퍼,케빈소보,트리샤라파체,코리올리버,하딜싯투	드라마	2015.04.16
세레나	0.0%	52명	수잔비에르		브래들리쿠퍼,제니퍼로렌스	드라마	2015.04.23
007 스펙터	0.0%	9,953명	샘멘데스		다니엘크레이그,레아세이두,크리스토프왈츠,모니카벨루치	액션,어드벤처,범죄,스릴러	2015.11.11
생 로랑	0.0%	88명	베르트랑보넬로		가스파르울리엘,레아세이두,루이스가렐	드라마	2015.04.16
노아의 방주: 남겨진 녀석들	0.0%	235명	토비젠켈		김하영,배진홍,윤세웅,전진아,임채헌,박상훈,권문정,고구인	어드벤처,애니메이션	 noah2015.co.kr
더 건맨	0.0%	362명	피에르모렐		숀펜,하비에르바르뎀,이드리스엘바,레이윈스턴,마크라일런스	액션,스릴러	 thegunman.co.kr
원스 어폰 어 타임 인 아메리카	0.0%	452명	세르지오레오네		로버트드니로,제임스우즈,제니퍼코넬리,엘리자베스맥거번,조페시	액션,느와르	2015.04.09(재개봉)
우먼 인 블랙: 죽음의 천사	0.0%	41명	톰하퍼		피비폭스,헬렌맥크로리,제레미어바인,오클리팬더가스트	호러	2015.09.10
연애의 맛	0.0%	642명	김아론		오지호,강예원,하주희,김민교,홍석천	로맨스,코미디,멜로	 www.facebook.com/wawpictures
은하철도의 꿈	0.0%	11명	니시쿠보미즈호			애니메이션	 www.facebook.com/firstrun.ent
아름다운 유혹	0.0%	0명	데니아르캉		에릭브루노,멜라니티에리,마리호세크루제	로맨스,드라마	2015.04.16
청춘의 증언	0.0%	97명	제임스켄트		알리시아비칸데르,킷해링턴,태론에저튼,콜린모건	드라마	2015.04.09
질투	0.0%	8명	필립가렐		루이스가렐,안나무글라리스	드라마,로맨스,멜로	2015.04.09
명량: 회오리 바다를 향하여	0.0%	15명	정세교,김한민		김한민,오타니료헤이,이해영,장준녕	다큐멘터리	2015.05.07
검은손	0.0%	9명	박재식		김성수,한고은,배그린,신정선	호러	2015.04.16
화이트 갓	0.0%	16명	코르넬문드럭초		조피아프소타,산도르즈소테르	드라마,스릴러	2015.04.02
CJ그룹 전국 채용 시사회	0.6%	27명					2015.03.16
룸바	0.0%	2명	도미니크아벨,피오나고든,브루노로미		도미니크아벨,피오나고든,필리페마르츠,브루노로미	코미디	2009.08.06
국가대표	0.0%	631명	김용화		하정우,김지석,김동욱,최재환,이재응,이은성	드라마,코미디	 www.jump2009.co.kr
미어캣의 모험	0.0%	2명	제임스허니본		폴뉴먼,알렉산더맥콜스미스	가족,다큐멘터리,드라마	2009.08.05
바더 마인호프	0.0%	1명	울리에델		마티나게덱,모리츠블라입트르	드라마	2009.07.23
극장판 도라에몽: 진구의 공룡대탐험	0.0%	12명	와타나베아유무			환타지,애니메이션,어드벤처	2009.07.15
블랙	0.0%	57명	산제이렐라반살리		라니무케르지,아미타브밧찬,아예사까푸르	드라마	 www.blackthemovie.co.kr
명탐정 코난 극장판 13 - 칠흑의 추적자	0.0%	45명	야마모토야스이치로		하야시바라메구미,가뻬이야마구치,미나미타카야마,이노우에키쿠코	애니메이션	 http://www.tooniland.com/Special/conan/
해피 플라이트	0.0%	9명	야구치시노부		아야세하루카,타나베세이치,후키이시카즈에,키시베이토쿠	드라마,코미디	 www.happy2009.co.kr/
아더와 미니모이: 제1탄 비밀 원정대의 출정	0.0%	3명	뤽베송		프레디하이모어,미아패로우	환타지,애니메이션,어드벤처	 www.minimoy.co.kr/
메디엄	0.0%	3명	피터콘웰		버지니아매드슨,카일갤너	호러,스릴러	 www.medium2009.kr
주온 - 원혼의 부활	0.0%	20명	아사토마리,미야케류타		카고아이,미나미아키나	호러,	 www.juon2009.co.kr/
미쟝센 단편영화제	0.0%	3명				단편	 www.msff.or.kr 
해운대	0.0%	679명	윤제균		설경구,하지원,박중훈,엄정화	드라마	 www.haeundae2009.co.kr/
퍼블릭 에너미	0.0%	40명	마이클만		조니뎁,크리스찬베일,채닝테이텀	범죄,액션	 www.publicenemies.kr/
10억	0.0%	37명	조민호		박해일,박희순,신민아,이민기,정유미,이천희	스릴러,어드벤처	2009.08.05
차우	0.0%	91명	신정원		엄태웅,정유미,장항선,윤제문,박혁권	호러,스릴러,어드벤처	 www.chaw.co.kr
더 비지터	0.0%	0명	토마스맥카시		리차드젠킨스,하즈슬레이맨	드라마	2012.07.05(재개봉)
세비지 그레이스	0.0%	3명	톰칼린		줄리안무어,스티븐딜란,에디레드메인	드라마	2009.07.09
CinDi JAM Summer 2009	0.0%	0명				다큐멘터리,드라마,애니메이션	2009.06.22
레인	0.0%	1명	아녜스자우이		아녜스자우이,장피에르바크리,자멜드보즈	드라마,코미디	 cafe.naver.com/spongehouse
데드풀 2-순한맛	0.0%	546명	데이빗레이치		라이언레이놀즈,프레드세비지,조슈브롤린,재지비츠,모레나바카린	액션,어드벤처,코미디	2019.01.03
우행록-어리석은 자의 기록	0.0%	661명	이시카와케이		츠마부키사토시,미츠시마히카리	미스터리,드라마	2019.01.17
메리 포핀스 리턴즈	0.0%	9,696명	롭마샬		에밀리블런트,린마누엘미란다,벤위쇼	뮤지컬,가족,환타지	2019.02.14
칠곡 가시나들	0.0%	149명	김재환		박금분,곽두조,강금연,안윤선,박월선,김두선,이원순,박복형,주석희	다큐멘터리	2019.02.27
베스와 베라	0.0%	209명	파스칼로지에		크리스탈리드,아나스타샤필립스,에밀리아존스,테일러힉슨,밀레느파머	호러	2019.01.24
더 서치	0.0%	266명	미셸하자나비시우스		베레니스베조,아네트베닝,압둘칼림마마츠예프	드라마	2019.01.17
해피 데스데이 2유	0.0%	10,957명	크리스토퍼랜던		제시카로테,이스라엘브로우사드,피부	호러,코미디	2019.02.14
어스	0.0%	34,221명	조던필		루피타뇽,윈스턴듀크,엘리자베스모스,팀헤이덱커,야히아압둘마틴세,애나디옵	호러,스릴러	2019.03.27
쉰들러 리스트	0.0%	740명	스티븐스필버그		리암니슨	드라마,전쟁	2019.01.24
알리타-배틀 엔젤	0.0%	50,162명	로버트로드리게즈		로사살라자르,크리스토프왈츠,키언존슨,마허샬라알리,제니퍼코넬리	로맨스,액션,,스릴러,어드벤처,멜로	2019.02.05
왕이 될 아이	0.0%	679명	조코니쉬		루이스서키스,레베카퍼거슨,패트릭스튜어트	환타지,어드벤처	 www.foxkorea.co.kr/thekidwhowouldbeking
행맨	0.0%	176명	자니마틴		알파치노,칼어번,브리타니스노우	미스터리,스릴러,범죄	2019.01.23
쿠르스크	0.0%	4,044명	토마스빈터베르그		마티아스쇼에나에츠,콜린퍼스,레아세이두	드라마	2019.01.16
